message_id,timestamp,datetime,user_name,user_id,text,attachments,likes,group_id,source
174502432044824168,1745024320,2025-04-18T19:58:40,Twag Daddy,63896632,"They are only in normal party areas (backyard, kitchen, living room), so don’t snoop through George’s house trying to find them",0,0,52459104,unknown
174502429247730826,1745024292,2025-04-18T19:58:12,Twag Daddy,63896632,ANNOUNCEMENT: We have hidden 144 Easter eggs filled with Jell-O shots at the party,0,5,52459104,unknown
174500876880704168,1745008768,2025-04-18T15:39:28,Twag Daddy,63896632,I will buy you cookout,0,0,52459104,unknown
174500876434199585,1745008764,2025-04-18T15:39:24,Twag Daddy,63896632,Also we are in need of volunteers to sober monitor tonight,0,0,52459104,unknown
174500597860229521,1745005978,2025-04-18T14:52:58,Twag Daddy,63896632,"If you have any mixers you want to get rid of, bring them tonight and I will add them to the jungle juice",0,0,52459104,unknown
174476078937431152,1744760789,2025-04-15T18:46:29,Twag Daddy,63896632,This is slander I am sober and locked in,1,1,52459104,unknown
174476064948026003,1744760649,2025-04-15T18:44:09,Twag Daddy,63896632,Hello GTSC. We have copious amounts of alcohol that isn’t gonna drink itself. Pull up this Friday to kill the remaining liquor.,0,1,52459104,unknown
174476061991803818,1744760619,2025-04-15T18:43:39,Twag Daddy,63896632,Twag Daddy created event 'Drink Swim Club Dry',1,0,52459104,unknown
174451454423644036,1744514544,2025-04-12T22:22:24,Twag Daddy,63896632,IF YOU HAVE FRIENDS GOING ENCOURAGE THEM TO BOYCJT,0,0,52459104,unknown
174451451947550266,1744514519,2025-04-12T22:21:59,Twag Daddy,63896632,PLEASE NEVER ATTEND THAT BAR,0,3,52459104,unknown
174451450255376452,1744514502,2025-04-12T22:21:42,Twag Daddy,63896632,FUCK LOST DOGS,0,0,52459104,unknown
174451098448128692,1744510984,2025-04-12T21:23:04,Twag Daddy,63896632,WE GET KICKED OUT SOON,0,0,52459104,unknown
174451097042523632,1744510970,2025-04-12T21:22:50,Twag Daddy,63896632,LAST CALL FOR FOOD,0,0,52459104,unknown
174451018705110282,1744510187,2025-04-12T21:09:47,Twag Daddy,63896632,Our time ends at 10:30 after that everyone had to leave but over 21 can come back in,0,0,52459104,unknown
174451016587526282,1744510165,2025-04-12T21:09:25,Twag Daddy,63896632,Tab is out,0,0,52459104,unknown
174451002784954207,1744510027,2025-04-12T21:07:07,Twag Daddy,63896632,^^,0,0,52459104,unknown
174450999600040445,1744509996,2025-04-12T21:06:36,Twag Daddy,63896632,WE HAVE 25 MINUTE LEFT POEASE CONSUME MORE FOOD,0,0,52459104,unknown
174450841084749797,1744508410,2025-04-12T20:40:10,Twag Daddy,63896632,CAKE IS AVAILABRL,0,0,52459104,unknown
174450338648742586,1744503386,2025-04-12T19:16:26,Twag Daddy,63896632,"Beers, wells, and bombs (watered down shots) are on tab",0,0,52459104,unknown
174450275721556487,1744502757,2025-04-12T19:05:57,Twag Daddy,63896632,It should also look realistic,0,0,52459104,unknown
174450264758958717,1744502647,2025-04-12T19:04:07,Twag Daddy,63896632,Pass drinks very discretely: never hold the drink if you are underage just find a corner to chug someone else’s ,0,0,52459104,unknown
174450262590507035,1744502625,2025-04-12T19:03:45,Twag Daddy,63896632,Ok underage people would not recommend fakes unless you know it scans,0,0,52459104,unknown
174447086623036491,1744470866,2025-04-12T10:14:26,Twag Daddy,63896632,Hunter can just use this,1,14,52459104,unknown
174447059054616530,1744470590,2025-04-12T10:09:50,Twag Daddy,63896632,But we will send in a few 21+ people first to verify,0,0,52459104,unknown
174447057966482586,1744470579,2025-04-12T10:09:39,Twag Daddy,63896632,It’s not normal Moondogs security so I doubt they will scan,0,0,52459104,unknown
174447049211689008,1744470492,2025-04-12T10:08:12,Twag Daddy,63896632,"Reminders for Swimi tonight:

1. Moondogs asked that everyone take Ubers there, they don’t want anyone driving even if you are staying sober.
2. Be really careful with passing drinks, they are very strict about drink passing and will kick you out if they see it. Don’t be seen holding a drink if you don’t have a 21+ wristband.
3. I’m not sure how strict they are on fakes. The company we hired does a lot of Greek life stuff so they should be pretty lenient but no promises.",0,3,52459104,unknown
174432907214714207,1744329072,2025-04-10T18:51:12,Twag Daddy,63896632,Action shot of Emiley seeing food,1,10,52459104,unknown
174403920254345858,1744039202,2025-04-07T10:20:02,Twag Daddy,63896632,Please get swimiformal tickets by Friday if you plan on attending,0,0,52459104,unknown
174403918306392727,1744039183,2025-04-07T10:19:43,Twag Daddy,63896632,https://docs.google.com/forms/d/1WYTOxoRKwtp9o1_Wcaib0AaObaYDP_Q_aMXEkKQcFok/viewform,0,1,52459104,unknown
174388880864637076,1743888808,2025-04-05T16:33:28,Twag Daddy,63896632,ALSO BEER OLYMPICS TODAY WAS SEPARATELY CHARGED PLEASE PAY FOR THAT TOO,0,0,52459104,unknown
174388875676403112,1743888756,2025-04-05T16:32:36,Twag Daddy,63896632,IF YOU VENMO NOW I WILL NOT JUDGE BUT IF YOU DO NOT I WILL HUNT YOU DOWN AND CALL YOU OUT PUBLICLY SO EVERYBODY KNOWS YOU ARE A MOOCHER ,0,6,52459104,unknown
174388871439435428,1743888714,2025-04-05T16:31:54,Twag Daddy,63896632,@james-white-1580,0,0,52459104,unknown
174388870186636089,1743888701,2025-04-05T16:31:41,Twag Daddy,63896632,IF YOU DID NOT VENMO ME YESTERDAY PLEASE VENMO NOW,0,0,52459104,unknown
174386847903879272,1743868479,2025-04-05T10:54:39,Twag Daddy,63896632,🚨🚨LAST CALL TO SIGN UP FOR BEER OLYMPICS IF YOU ARE PARTICIPATING🚨🚨,0,0,52459104,unknown
174380397839652873,1743803978,2025-04-04T16:59:38,Twag Daddy,63896632,Nvm found some,0,0,52459104,unknown
174380336256783267,1743803362,2025-04-04T16:49:22,Twag Daddy,63896632,Anyone willing to sober monitor tonight?,0,0,52459104,unknown
174378580003331796,1743785800,2025-04-04T11:56:40,Twag Daddy,63896632,If you live in Curran next year you can make parties go as late as you want,0,0,52459104,unknown
174378576357882862,1743785763,2025-04-04T11:56:03,Twag Daddy,63896632,"Curran needs us out by midnight tonight, so be sure to show up early ",0,0,52459104,unknown
174364375719842915,1743643757,2025-04-02T20:29:17,Twag Daddy,63896632,Due to popular demand we will be running back beer Olympics this weekend. Prepare to compete in a a circuit of drinking game sand competitions to see who is the most degenerate.,0,0,52459104,unknown
174364366774914122,1743643667,2025-04-02T20:27:47,Twag Daddy,63896632,Twag Daddy created event 'Beer Olympics Part 2',1,0,52459104,unknown
174360850024902236,1743608500,2025-04-02T10:41:40,Twag Daddy,63896632,You’re not on swim club you have no suffrage ,0,3,52459104,unknown
174360844478405181,1743608444,2025-04-02T10:40:44,Twag Daddy,63896632,If we abstain enough then dick can run for all exec positions at once,0,1,52459104,unknown
174336349676308736,1743363496,2025-03-30T14:38:16,Twag Daddy,63896632,GOOD WORK CHASING DOWN THOSE WOMEN,0,6,52459104,unknown
174302341688142808,1743023416,2025-03-26T16:10:16,Twag Daddy,63896632,"https://moondogsbar.com
Here’s the bars website if anyone wants to check it out. We’ll be in the Karaoke and EDM sections",1,0,52459104,unknown
174302075826321805,1743020758,2025-03-26T15:25:58,Twag Daddy,63896632,"Oh forgot to mention, but you are free bring a date from outside swim club ",0,0,52459104,unknown
174302043543228703,1743020435,2025-03-26T15:20:35,Twag Daddy,63896632,"Hello everyone, we will be having swimiformal on April 12th at Moondogs. There will be a tab, cake, and several hundred chick-fil-a nuggets (eat them fast before Emiley). I’ll send info about ticket sales out soon",0,2,52459104,unknown
174302040381430075,1743020403,2025-03-26T15:20:03,Twag Daddy,63896632,Twag Daddy created event 'Swimiformal',1,0,52459104,unknown
174285315242810633,1742853152,2025-03-24T16:52:32,Twag Daddy,63896632,5000 for medical bills since if you don’t pay slush I break your legs,0,0,52459104,unknown
174249187909533848,1742491879,2025-03-20T12:31:19,Twag Daddy,63896632,I am Keller and I endorse this message,1,1,52459104,unknown
174221451129131786,1742214511,2025-03-17T07:28:31,Twag Daddy,63896632,Happy saint patricks day @Irish O’choa ,2,13,52459104,unknown
174180466287980696,1741804662,2025-03-12T13:37:42,Twag Daddy,63896632,She’s talking about herself in 3rd person look what yall have done,1,1,52459104,unknown
174180415134970574,1741804151,2025-03-12T13:29:11,Twag Daddy,63896632,We also do not tolerate stealing,0,6,52459104,unknown
174180409477509731,1741804094,2025-03-12T13:28:14,Twag Daddy,63896632,Can’t even get the profile picture right when impersonating Iris smh,0,1,52459104,unknown
174180377765635056,1741803777,2025-03-12T13:22:57,Twag Daddy,63896632,It’s come to my attention that some people have been impersonating Iris in the groupme. We do not tolerate this behavior in the groupchat and anyone caught doing so will have their name changed and be publicly shamed.,0,11,52459104,unknown
174180004480623567,1741800044,2025-03-12T12:20:44,Twag Daddy,63896632,"In the path 2 months u house has:
1. Flooded lobby
2. Fire truck has came like 4 times to help people escape the elevators
3. Lost power for several hours
4. Lost water for several hours
5. Security guard threatened to shoot Boone",0,10,52459104,unknown
174179678313584931,1741796783,2025-03-12T11:26:23,Twag Daddy,63896632,Can confirm I was there,0,5,52459104,unknown
174179223989702790,1741792239,2025-03-12T10:10:39,Twag Daddy,63896632,Created new poll 'Impeach Emiley ?',1,0,52459104,unknown
174178843619504900,1741788436,2025-03-12T09:07:16,Twag Daddy,63896632,This is extremely important for the future of swim club with out parties y’all will have no form of entertainment but swimming please live in Curran if you can ,0,3,52459104,unknown
174150084847168786,1741500848,2025-03-09T00:14:08,Twag Daddy,63896632,This message was deleted,0,0,52459104,unknown
174150083229003510,1741500832,2025-03-09T00:13:52,Twag Daddy,63896632,"1. Maxwell - 200+ chips (I am too lazy to count but it was a lot)
2. Clay - 108 chips
3. Bella - 100 chips ",0,2,52459104,unknown
174149672096396177,1741496720,2025-03-08T23:05:20,Twag Daddy,63896632,NO POOLING YOUR CHIPS (however you are allowed to bet your entire stack on a rock paper scissors game),0,0,52459104,unknown
174149668771156338,1741496687,2025-03-08T23:04:47,Twag Daddy,63896632,"WE COUNT CHIPS AT 12:40
Prizes for winners:
1st place: handle of your choice
2nd place: fifth of your choice
3rd place: leftover handles from bar of your choice",0,0,52459104,unknown
174149439219209847,1741494392,2025-03-08T22:26:32,Twag Daddy,63896632,COME BUY MORE DRINKS I WANT TO TIPSY BARTEND,0,0,52459104,unknown
174149192552980271,1741491925,2025-03-08T21:45:25,Twag Daddy,63896632,ATTENTION: 1 dollar lemon drop shots are now available at the bar,0,0,52459104,unknown
174148341172527208,1741483411,2025-03-08T19:23:31,Twag Daddy,63896632,"IMPORTANT DISCLAIMER: I know it is international women’s day, but I have no control over gambling. If you lose money it is probably because you played badly or got unlucky and not because you’re a women",0,3,52459104,unknown
174145838208333080,1741458382,2025-03-08T12:26:22,Twag Daddy,63896632,Subject to changes but here’s a teaser,2,3,52459104,unknown
174145826098729528,1741458260,2025-03-08T12:24:20,Twag Daddy,63896632,Yeah we need another jig and shaker I’m bringing one set,0,0,52459104,unknown
174145822255059309,1741458222,2025-03-08T12:23:42,Twag Daddy,63896632,Also does anyone have a cocktail shaker?,0,0,52459104,unknown
174145677068519632,1741456770,2025-03-08T11:59:30,Twag Daddy,63896632,"IMPORTANT ANNOUNCEMENT: Curran has very little furniture, so tonight is a BYOC event (bring your own chair). If you have extra chairs please let me know",0,1,52459104,unknown
174130028968144587,1741300289,2025-03-06T16:31:29,Twag Daddy,63896632,Can you not save the other teams if we drown them,0,0,52459104,unknown
174129059523064845,1741290595,2025-03-06T13:49:55,Twag Daddy,63896632,Does anyone have a poker set we can use for casino night?,0,0,52459104,unknown
174111867490962736,1741118674,2025-03-04T14:04:34,Twag Daddy,63896632,Jinx,0,0,52459104,unknown
174111863344350575,1741118633,2025-03-04T14:03:53,Twag Daddy,63896632,"Hello everyone, we are having casino night this weekend. Take a break from nattys prep to come drink and gamble at Curran. Here are the details:

We’ll have both punch and nicer cocktails. A 10 dollar buy in gets you chips, one free drink, and unlimited punch. Additional drinks are 3 dollars each. Top 3 winners at the end get a special prize. It’s also a date night, so bring a friend from outside swim club",0,1,52459104,unknown
174085022117145255,1740850221,2025-03-01T11:30:21,Twag Daddy,63896632,?,1,5,52459104,unknown
174053729622004641,1740537296,2025-02-25T20:34:56,Twag Daddy,63896632,Can we get drinking buzz on a hat,0,3,52459104,unknown
174027824325501274,1740278243,2025-02-22T20:37:23,Twag Daddy,63896632,"Post meet social activities nearby:
Anyone “over 21” can stay here
Lost dogs Tavern
Moondogs (lots of bar games to play)
Dive bar Buckhead",0,0,52459104,unknown
174027496364630331,1740274963,2025-02-22T19:42:43,Twag Daddy,63896632,The money just doesn’t go towards tab,0,0,52459104,unknown
174027495051294531,1740274950,2025-02-22T19:42:30,Twag Daddy,63896632,Ok you can actually pay at door if needed,0,0,52459104,unknown
174026941437892124,1740269414,2025-02-22T18:10:14,Twag Daddy,63896632,You cannot pay at the door btw get tickets rn if you haven’t,0,0,52459104,unknown
174024930926509353,1740249309,2025-02-22T12:35:09,Twag Daddy,63896632,Also send to all your friends and convince them to buy tickets,0,0,52459104,unknown
174024929830821274,1740249298,2025-02-22T12:34:58,Twag Daddy,63896632,"https://peerpop.io/events/yellowjacketinvitational

please buy tickets if we don’t sell enough tickets social goes broke and we have no party money and George will be very sad",0,0,52459104,unknown
174001957523213969,1740019575,2025-02-19T20:46:15,Twag Daddy,63896632,Also feel free to invite as many non-Gtsc friends as you want (more people = larger tab),0,0,52459104,unknown
174001951367024915,1740019513,2025-02-19T20:45:13,Twag Daddy,63896632,https://peerpop.io/events/yellowjacketinvitational,0,0,52459104,unknown
174001951186664641,1740019511,2025-02-19T20:45:11,Twag Daddy,63896632,"Hello everyone, we are having a post-meet social at bar south this Saturday from 8-10. We have a tab and a bunch of people from other clubs will be there, so pull up. It’s 18+ but they’re also pretty easy on fakes ",0,8,52459104,unknown
173972203603823330,1739722036,2025-02-16T10:07:16,Twag Daddy,63896632,Rip Jacob gone but never forgotten ,0,0,52459104,unknown
173972197906317952,1739721979,2025-02-16T10:06:19,Twag Daddy,63896632,Oops we forgot to take him down,0,0,52459104,unknown
173972080166574915,1739720801,2025-02-16T09:46:41,Twag Daddy,63896632,"HUGE UPDATE: We’ve discovered a hidden Venmo sheet. Emiley spent a massive 79.69 on Erin, making Erin the biggest purchase of the night. 

We’ve now raised a total of 770.18, so hunter can have his shoes back and George can finally get the CRC fuel pin ",0,12,52459104,unknown
173972046714503330,1739720467,2025-02-16T09:41:07,Twag Daddy,63896632,I will update this with per person totals once I’m sober enough to operate an excel spreadsheet ,0,0,52459104,unknown
173972044462486020,1739720444,2025-02-16T09:40:44,Twag Daddy,63896632,https://docs.google.com/spreadsheets/d/10CTnWX8k9CxrLzFtLPhqzG_33Z0iC1XrxyFWrefN0g4/edit,0,0,52459104,unknown
173972041532574641,1739720415,2025-02-16T09:40:15,Twag Daddy,63896632,"Great date auction everyone, here’s a quick recap of the night:

Highest bid: George spent 50 dollars on Boone (RIP Adam)

Most money spent: George spent a grand total of 166.76 on 5 different people.

Most people purchased: I bought 7 people, meaning I now have more hoes than all of you 

Total money raised: 686.49. That’s enough for a GTSC Men’s sexy calendar and for Josh to finally ask out a woman. Unfortunately, we did not raise enough for Hunter to get his shoes back, so he will be barefoot for the time being.",0,15,52459104,unknown
173968393987484628,1739683939,2025-02-15T23:32:19,Twag Daddy,63896632,Hurry you have little time,0,0,52459104,unknown
173968377811502911,1739683778,2025-02-15T23:29:38,Twag Daddy,63896632,LAST MINUTE BID TIME WE SHUTTING DOWN SOON,0,0,52459104,unknown
173968305832540473,1739683058,2025-02-15T23:17:38,Twag Daddy,63896632,Plz attend,0,0,52459104,unknown
173968305596645173,1739683055,2025-02-15T23:17:35,Twag Daddy,63896632,10am cleanup tomorrow,0,0,52459104,unknown
173968024404055995,1739680244,2025-02-15T22:30:44,Twag Daddy,63896632,100 more dollars and George gets the crc van fuel pin,0,0,52459104,unknown
173968022726424664,1739680227,2025-02-15T22:30:27,Twag Daddy,63896632,MORE FUNDS,0,0,52459104,unknown
173967038382340965,1739670383,2025-02-15T19:46:23,Twag Daddy,63896632,Beaver,0,4,52459104,unknown
173966722078285745,1739667220,2025-02-15T18:53:40,Twag Daddy,63896632,^^,0,0,52459104,unknown
173965509824929699,1739655098,2025-02-15T15:31:38,Twag Daddy,63896632,"Date auction info :

Party starts at 9pm. We will have sheets out where you can bid on people. By writing your name, you agree to pay that much money the next day. Please do not make fake bids for people.

This tends to be one of our more degenerate parties, so try not to be problematic. Eat before, drink water, and pace yourself.

Semi formal attire, but don’t wear nice shoes as it is extremely muddy at Curran.",0,9,52459104,unknown
173964606691356142,1739646066,2025-02-15T13:01:06,Twag Daddy,63896632,"Ok there is a long list of people I owe cookout, if you are on that list message me your order and I will obtain tonight",0,0,52459104,unknown
173964596660420331,1739645966,2025-02-15T12:59:26,Twag Daddy,63896632,You have to win the bidding war with George,0,0,52459104,unknown
173964589536635745,1739645895,2025-02-15T12:58:15,Twag Daddy,63896632,If you win me at date auction I will buy you cookout,0,0,52459104,unknown
173964582690458357,1739645826,2025-02-15T12:57:06,Twag Daddy,63896632,"Also, we are about to make the auction sheets so last chance to sign up ",0,0,52459104,unknown
173964579257510228,1739645792,2025-02-15T12:56:32,Twag Daddy,63896632,Nvm we found sober monitors,0,0,52459104,unknown
173964557907019766,1739645579,2025-02-15T12:52:59,Twag Daddy,63896632,"We are in need of sober monitors for date auction, lmk if you are interested. I will buy you cookout",0,0,52459104,unknown
173942100778410325,1739421007,2025-02-12T22:30:07,Twag Daddy,63896632,Do it we need money,0,0,52459104,unknown
173929580075288576,1739295800,2025-02-11T11:43:20,Twag Daddy,63896632,You can stay on auction without being there or we can take you down whatever you want,0,0,52459104,unknown
173915710995881030,1739157109,2025-02-09T21:11:49,Twag Daddy,63896632,Philadelphia in 1 minute and 59 seconds ,1,13,52459104,unknown
173905450298255327,1739054502,2025-02-08T16:41:42,Twag Daddy,63896632,MY GRANDSON,0,0,52459104,unknown
173897604413814991,1738976044,2025-02-07T18:54:04,Twag Daddy,63896632,Also if you’re not playing feel free to come spectate,0,0,52459104,unknown
173897603511691094,1738976035,2025-02-07T18:53:55,Twag Daddy,63896632,"Bumping this, remember to sign up for beer Olympics if you wanna compete tomorrow (contestants need to drink but you can drink seltzer if you absolutely refuse to consume beer)",1,0,52459104,unknown
173871290436638258,1738712904,2025-02-04T17:48:24,Twag Daddy,63896632,We will send out a signup form,0,0,52459104,unknown
173855102207824905,1738551022,2025-02-02T20:50:22,Twag Daddy,63896632,Don’t wear anything too nice though there is always a risk of alcohol damage,0,4,52459104,unknown
173855100842098735,1738551008,2025-02-02T20:50:08,Twag Daddy,63896632,Yes semi formal attire,0,0,52459104,unknown
173855039129166422,1738550391,2025-02-02T20:39:51,Twag Daddy,63896632,"Signups for auctioning yourself are here:
https://docs.google.com/forms/d/e/1FAIpQLSdUoFMYIOHatCwe5krZov91hfKepKpwvuE7odbj32h083qz0A/viewform?usp=sharing",0,0,52459104,unknown
173855038367311101,1738550383,2025-02-02T20:39:43,Twag Daddy,63896632,"🚨🚨🚨 Hello GTSC, it is almost time for the most degenerate event of the year! 🚨🚨🚨

Date Auction will be on Saturday, February 15th. For those who are new, date auction is an event where you can put yourself up for auction and the highest bidder will get to go on a date with you. This can be friendly or romantic (it's usually friendly, but if you're looking to make the first move on a certain someone this could be your chance). The money will go towards funding a semiformal later this semester, so please consider signing up to auction yourself if you are at all interested. There will also be special incentives for raising a certain amount of money in total (ask old people for some examples). As usual, we will have a massive rager and drink lots of alcohol.",0,19,52459104,unknown
173847568317771038,1738475683,2025-02-01T23:54:43,Twag Daddy,63896632,IM SO SAD,0,0,52459104,unknown
173847567960946486,1738475679,2025-02-01T23:54:39,Twag Daddy,63896632,MAPLE SEYUYRP,0,1,52459104,unknown
173847540624810106,1738475406,2025-02-01T23:50:06,Twag Daddy,63896632,Lakers sweep now ,0,0,52459104,unknown
173847534691334983,1738475346,2025-02-01T23:49:06,Twag Daddy,63896632,Gotta hit 1 million beers,0,0,52459104,unknown
173847533181371616,1738475331,2025-02-01T23:48:51,Twag Daddy,63896632,Drink more ,0,1,52459104,unknown
173847532654161725,1738475326,2025-02-01T23:48:46,Twag Daddy,63896632,Ur right,0,0,52459104,unknown
173847529817691725,1738475298,2025-02-01T23:48:18,Twag Daddy,63896632,Sleep?,0,0,52459104,unknown
173846529573794885,1738465295,2025-02-01T21:01:35,Twag Daddy,63896632,RAVE ROPM OPEM COME DOWNSTAIRS,0,0,52459104,unknown
173846362221118103,1738463622,2025-02-01T20:33:42,Twag Daddy,63896632,Go under the parking garage ,0,0,52459104,unknown
173845991300808530,1738459913,2025-02-01T19:31:53,Twag Daddy,63896632,Plan on leaving around 9:30. We can get drinks at the shitty bars then move into the good ones right at 10 when they open,0,2,52459104,unknown
173845855494557465,1738458554,2025-02-01T19:09:14,Twag Daddy,63896632,IMPORTANT NOTICE: Dick is BANNED from drinking tonight due to prior behavior. If you see him with a drink you have to chug it before he can,0,7,52459104,unknown
173845512314777465,1738455123,2025-02-01T18:12:03,Twag Daddy,63896632,Find an atm or someone with extra,0,0,52459104,unknown
173845511264128735,1738455112,2025-02-01T18:11:52,Twag Daddy,63896632,Cover is 20$ cash btw,1,0,52459104,unknown
173845122024739644,1738451220,2025-02-01T17:07:00,Twag Daddy,63896632,I’ll send pregame details later,0,0,52459104,unknown
173845118481225593,1738451184,2025-02-01T17:06:24,Twag Daddy,63896632,"Drinking activities tonight will be at the tally strip. It’s one building with 6 different bars, and they have a 20 dollar cover for unlimited drinks until midnight. Most of the bars don’t open until 10pm so we have some time to chill",0,7,52459104,unknown
173838141695521725,1738381416,2025-01-31T21:43:36,Twag Daddy,63896632,,2,17,52459104,unknown
173828464337022325,1738284643,2025-01-30T18:50:43,Twag Daddy,63896632,Inside part,0,0,52459104,unknown
173828463091109996,1738284630,2025-01-30T18:50:30,Twag Daddy,63896632,Go to floor 1,0,1,52459104,unknown
173828299631980082,1738282996,2025-01-30T18:23:16,Twag Daddy,63896632,"For trivia, come up the stairs next to Taco Bell when you get here and I’ll let you in",0,0,52459104,unknown
173825761587079346,1738257615,2025-01-30T11:20:15,Twag Daddy,63896632,In your living room,1,3,52459104,unknown
173785727603920082,1737857276,2025-01-25T20:07:56,Twag Daddy,63896632,Actual address is 1007 Curran street nw for those who are new,0,0,52459104,unknown
173777582478329996,1737775824,2025-01-24T21:30:24,Twag Daddy,63896632,I will offer an additional 20 if Riley comes to fsu,1,0,52459104,unknown
173765622717681687,1737656227,2025-01-23T12:17:07,Twag Daddy,63896632,Main career plan*,0,2,52459104,unknown
173756821786055715,1737568217,2025-01-22T11:50:17,Twag Daddy,63896632,"Hey guys, social has completely ran out of money because nobody will pay slush fund so we can’t afford red solo cups anymore. That means that we are having an Anything but a cup party. Bring literally any object except a cup to put your drinks in.",0,11,52459104,unknown
173756814113845715,1737568141,2025-01-22T11:49:01,Twag Daddy,63896632,Twag Daddy created event 'Anything But A Cup Party',1,0,52459104,unknown
173738641642797263,1737386416,2025-01-20T09:20:16,Twag Daddy,63896632,Darty in Georges backyard at 1pm today to celebrate victory over ECU,0,7,52459104,unknown
173669778004424923,1736697780,2025-01-12T10:03:00,Twag Daddy,63896632,Also give me 5.69 if you drank @james-white-1580 - https://venmo.com/u/James-White-1580,0,0,52459104,unknown
173669766567076367,1736697665,2025-01-12T10:01:05,Twag Daddy,63896632,"Hey guys, after the events of last night we have to make a new rule: don’t take all of the clothes out of George’s drawer and fall asleep in his closet with them hiding you and then pop out at 4am to say hi",0,26,52459104,unknown
173666236518259394,1736662365,2025-01-12T00:12:45,Twag Daddy,63896632,Bitch ass bitch I will fight them,0,0,52459104,unknown
173666177425000193,1736661774,2025-01-12T00:02:54,Twag Daddy,63896632,Globe,0,0,52459104,unknown
173665370499416185,1736653704,2025-01-11T21:48:24,Twag Daddy,63896632,Never mind I stand inside,0,1,52459104,unknown
173665367138092712,1736653671,2025-01-11T21:47:51,Twag Daddy,63896632,I stand outside,0,0,52459104,unknown
173665357468524802,1736653574,2025-01-11T21:46:14,Twag Daddy,63896632,Blue house ,0,0,52459104,unknown
173665356397837140,1736653563,2025-01-11T21:46:03,Twag Daddy,63896632,Curann ,0,0,52459104,unknown
173664741460889580,1736647414,2025-01-11T20:03:34,Twag Daddy,63896632,ALSO DONT STEAL GEORGES FUCKING BANANAS,0,0,52459104,unknown
173664730174249580,1736647301,2025-01-11T20:01:41,Twag Daddy,63896632,"Curran is very kind to host, please respect the people who live there",0,0,52459104,unknown
173664727520006737,1736647275,2025-01-11T20:01:15,Twag Daddy,63896632,"House rules for tonight:

You are allowed to go into the kitchen, living room, and the bathroom connected to the living room. Everything else is off limits. NO DRINKS OVER CARPET FLOORS, EVEN IF YOU ARE SOBER

ANYONE WHO BREAKS THESE RULES GETS KICKED OUT",0,1,52459104,unknown
173664468536356789,1736644685,2025-01-11T19:18:05,Twag Daddy,63896632,That means haze him,0,0,52459104,unknown
173664232900682625,1736642329,2025-01-11T18:38:49,Twag Daddy,63896632,Or drink enough to not feel cold,0,3,52459104,unknown
173664230165041591,1736642301,2025-01-11T18:38:21,Twag Daddy,63896632,We probably can’t fit everyone inside Curran so dress warm enough to be outside,0,0,52459104,unknown
